Sale_Price,Longitude,Latitude,Lot_Area,Bldg_Type,Overall_Cond,TotRms_AbvGrd,Gr_Liv_Area,Second_Flr_SF,Garage_Type,Sale_Condition,Year_Built,Year_Remod_Add
133000,-93.672067,42.03457,7500,OneFam,Average,5,1040,False,True,Normal,1963,1963
127000,-93.669688,42.035333,6897,OneFam,Very_Good,6,1040,False,True,Normal,1962,2010
190000,-93.646749,42.048253,10186,OneFam,Average,8,1923,True,True,Normal,1992,1992
362500,-93.651773,42.046825,13143,OneFam,Average,9,2349,True,True,Normal,1993,1993
285000,-93.652773,42.045773,11134,OneFam,Average,7,2225,True,True,Normal,1992,1993
260000,-93.647988,42.047452,4835,TwnhsE,Average,6,1488,False,True,Normal,2004,2005
190000,-93.64614,42.048086,3515,TwnhsE,Average,3,1680,True,True,Normal,2004,2004
155000,-93.645599,42.048566,3215,TwnhsE,Average,4,1200,True,True,Normal,2004,2004
151000,-93.644889,42.047899,3182,TwnhsE,Average,4,1200,True,True,Normal,2004,2005
149500,-93.644889,42.047876,2544,Twnhs,Average,4,1200,True,True,Normal,2004,2005
152000,-93.64489,42.047782,2544,Twnhs,Average,4,1236,True,True,Normal,2005,2005
222000,-93.6468879,42.0471748,4403,OneFam,Average,7,1478,False,True,Partial,2009,2009
177500,-93.645606,42.046145,2117,Twnhs,Average,5,1573,True,True,Normal,2000,2000
177000,-93.645585,42.046145,2980,TwnhsE,Average,5,1512,True,True,Normal,2000,2000
155000,-93.645482,42.046424,2572,Twnhs,Average,6,1416,True,True,Normal,1999,1999
147110,-93.645478,42.046114,2403,TwnhsE,Average,4,1080,True,True,Normal,2003,2003
267916,-93.641253,42.0470316,12853,OneFam,Average,6,1418,False,True,Partial,2010,2010
254000,-93.643556,42.04638,7379,OneFam,Average,7,1848,True,True,Normal,2000,2000
155000,-93.649361,42.042565,4420,TwnhsE,Average,3,788,False,True,Normal,1980,1980
206000,-93.648143,42.043704,3880,Twnhs,Above_Average,4,1226,False,True,Normal,1978,1978
130500,-93.65921,42.034561,13517,OneFam,Very_Good,6,1479,True,True,Normal,1976,2005
230000,-93.639516,42.048606,8000,OneFam,Average,6,1492,False,True,Normal,2002,2002
218500,-93.633351,42.046322,10456,OneFam,Above_Average,8,1829,False,True,Normal,1967,1967
243500,-93.636879,42.043038,10791,OneFam,Average,9,2495,True,True,Normal,1993,1993
205000,-93.637463,42.043306,10603,OneFam,Good,6,1610,False,True,Normal,1977,2001
212500,-93.637531,42.043306,18837,OneFam,Average,7,1891,True,True,Normal,1978,1978
196500,-93.637788,42.043329,10421,OneFam,Average,7,1714,True,True,Normal,1988,1988
197500,-93.631435,42.043822,9360,OneFam,Good,5,1381,False,True,Normal,1972,2006
171000,-93.632554,42.043821,9600,OneFam,Above_Average,7,1645,True,True,Normal,1971,1971
142250,-93.626137,42.046574,9600,OneFam,Average,6,1232,False,True,Normal,1966,1966
143000,-93.625926,42.042205,9790,OneFam,Average,6,1328,False,True,Normal,1963,1963
128950,-93.623383,42.043363,9320,OneFam,Average,6,1225,False,False,Normal,1959,1959
159000,-93.626939,42.039085,9900,OneFam,Average,6,1209,False,True,Normal,1966,1966
178900,-93.627536,42.038971,9680,OneFam,Above_Average,6,1510,False,True,Normal,1967,1967
180500,-93.627809,42.041146,14112,OneFam,Good,6,1152,False,True,Normal,1964,1964
142125,-93.622864,42.039211,9717,OneFam,Above_Average,5,1078,False,True,Normal,1950,1996
197600,-93.620651,42.039211,9724,OneFam,Good,7,2461,True,True,Normal,1952,2002
172500,-93.620504,42.038538,17360,OneFam,Above_Average,6,1556,True,True,Normal,1949,1950
116500,-93.629287,42.035256,7207,OneFam,Good,4,858,False,False,Normal,1958,2008
76500,-93.629313,42.035482,5350,OneFam,Poor,6,1306,False,False,Normal,1940,1966
128000,-93.62475,42.035943,9920,OneFam,Average,6,1063,False,True,Normal,1954,1954
153000,-93.624601,42.036095,9600,OneFam,Above_Average,7,1520,False,True,Normal,1955,1972
132000,-93.621431,42.037424,7800,OneFam,Above_Average,7,1268,False,True,Normal,1954,1954
178000,-93.618221,42.048494,11380,OneFam,Very_Good,5,1128,False,True,Normal,1966,2008
154300,-93.6184183,42.0459375,11600,Duplex,Average,12,2274,True,True,Normal,1960,1960
180000,-93.614307,42.049514,19900,OneFam,Average,7,2207,False,True,Normal,1970,1989
190000,-93.614244,42.047447,16492,OneFam,Above_Average,6,1888,False,True,Normal,1966,2002
135000,-93.617693,42.044895,8267,Duplex,Average,8,1604,False,True,Normal,1958,1958
214000,-93.617553,42.043984,8197,OneFam,Average,7,1480,False,True,Normal,2003,2009
136000,-93.617117,42.042908,8050,OneFam,Average,6,1143,False,True,Normal,1959,1959
165500,-93.6177041,42.0430839,10552,OneFam,Average,6,1700,False,True,Normal,1959,1959
145000,-93.618626,42.044847,8400,OneFam,Above_Average,5,1314,False,True,Normal,1957,1957
148000,-93.616582,42.043969,8760,OneFam,Above_Average,6,1194,False,True,Normal,1959,1959
167500,-93.613301,42.044176,9300,OneFam,Average,6,1264,False,True,Normal,1960,1960
108538,-93.61513,42.044883,10725,OneFam,Average,6,1206,False,True,Normal,1959,1959
159500,-93.614241,42.0435919,10032,OneFam,Average,6,1580,False,True,Normal,1959,1959
108000,-93.613624,42.042308,8382,OneFam,Average,5,1337,True,True,Normal,1956,1956
135000,-93.615622,42.040396,10950,OneFam,Good,4,1064,False,True,Normal,1952,1952
122500,-93.617092,42.04137,10895,OneFam,Above_Average,5,972,False,True,Normal,1955,1955
105000,-93.615475,42.038443,7898,OneFam,Good,4,985,False,True,Normal,1920,1994
107500,-93.611642,42.038521,7200,OneFam,Good,5,827,False,True,Normal,1955,2007
144900,-93.618788,42.038249,10200,OneFam,Good,6,1086,False,True,Normal,1954,2003
129000,-93.6192014,42.0381282,5868,OneFam,Good,4,936,False,True,Normal,1956,2000
144000,-93.6116762,42.0372097,6979,Duplex,Average,4,1056,False,True,Normal,1980,1980
162000,-93.607275,42.040085,9830,OneFam,Good,7,1287,False,True,Normal,1959,2006
242000,-93.606905,42.041119,11275,OneFam,Good,11,2978,True,True,Normal,1967,2007
132000,-93.61061,42.035867,8064,OneFam,Very_Good,5,1224,True,True,Normal,1948,2004
154000,-93.605969,42.03594,7500,OneFam,Good,6,1246,False,True,Normal,1959,1994
166000,-93.609218,42.0347571,8520,OneFam,Below_Average,6,1385,True,True,Normal,1952,1952
134800,-93.607801,42.034848,7200,OneFam,Good,5,900,False,True,Normal,1951,2000
160000,-93.605943,42.034748,10000,OneFam,Above_Average,5,1116,False,True,Normal,1962,1962
148000,-93.606742,42.034851,7635,OneFam,Above_Average,6,1175,False,True,Normal,1960,1960
192000,-93.604835,42.036873,9760,OneFam,Good,7,1395,False,True,Normal,1963,1984
155000,-93.603705,42.037093,7700,OneFam,Average,7,1839,True,True,Normal,1966,1966
96500,-93.617135,42.032134,8800,OneFam,Good,7,1140,True,False,Normal,1910,2004
109500,-93.62024,42.031363,4485,OneFam,Good,5,936,False,False,Normal,1920,1950
115000,-93.620241,42.031381,8960,OneFam,Above_Average,5,1028,False,True,Normal,1927,1950
143000,-93.6179112,42.0303783,5805,OneFam,Good,6,1347,False,True,Normal,1957,1957
107400,-93.614002,42.033279,5790,OneFam,Above_Average,8,1605,True,True,Normal,1915,1950
80000,-93.615431,42.033644,4608,OneFam,Above_Average,4,747,False,True,Normal,1945,1950
130000,-93.608954,42.03128,5500,OneFam,Good,6,1316,False,True,Normal,1929,2001
119000,-93.6090761,42.0303113,6900,OneFam,Good,6,1251,True,True,Normal,1938,2000
129000,-93.610466,42.030383,11851,OneFam,Good,7,1633,True,True,Normal,1948,2009
100000,-93.610468,42.030467,8239,OneFam,Above_Average,6,1245,True,True,Normal,1920,1962
105900,-93.606789,42.030331,8520,OneFam,Very_Good,5,720,False,True,Normal,1928,2003
139000,-93.610588,42.029146,10800,OneFam,Above_Average,7,1652,True,True,Normal,1915,1950
240000,-93.61221,42.028145,9000,OneFam,Excellent,7,2268,True,True,Normal,1890,2002
149700,-93.608246,42.03005,7407,OneFam,Good,6,1236,False,True,Normal,1957,1996
125500,-93.607238,42.028164,7740,OneFam,Good,6,1363,True,True,Normal,1910,1950
122500,-93.608752,42.02916,11340,TwoFmCon,Above_Average,11,2290,True,True,Normal,1885,1950
140750,-93.607088,42.028165,10560,OneFam,Good,6,1470,True,True,Normal,1922,1994
128500,-93.625737,42.033642,5830,OneFam,Above_Average,7,1612,True,True,Normal,1950,1997
209500,-93.625825,42.030187,7793,OneFam,Good,8,2068,True,True,Normal,1922,2005
87000,-93.625586,42.033621,5000,OneFam,Good,4,765,False,True,Normal,1925,1950
128000,-93.622597,42.0336,6000,OneFam,Above_Average,6,1196,True,True,Normal,1940,1950
132000,-93.623523,42.033665,6360,OneFam,Above_Average,7,1453,True,True,Normal,1942,1950
139900,-93.622448,42.033631,6000,OneFam,Good,6,1416,True,True,Normal,1948,1950
123900,-93.623483,42.031556,6240,OneFam,Good,5,1040,True,True,Normal,1936,1980
138400,-93.621482,42.031337,6240,OneFam,Average,7,1536,True,True,Normal,1930,1950
109500,-93.620409,42.032302,6120,OneFam,Average,5,1068,False,True,Normal,1923,1950
140000,-93.62338,42.027986,10300,OneFam,Above_Average,9,1710,True,True,Normal,1921,1950
149500,-93.621674,42.028888,8094,OneFam,Average,9,1962,True,True,Normal,1915,1950
159900,-93.621835,42.028875,12900,OneFam,Very_Good,7,1560,True,False,Normal,1912,2009
122000,-93.621632,42.026914,3068,OneFam,Very_Good,6,1324,True,True,Normal,1920,1993
110000,-93.629495,42.020693,8472,Duplex,Average,5,816,False,True,Normal,1963,1963
55000,-93.626876,42.024141,5600,TwoFmCon,Average,7,1092,True,False,Normal,1930,1950
140000,-93.620386,42.026741,7630,TwoFmCon,Excellent,8,1812,True,True,Normal,1900,1996
244400,-93.656231,42.033454,24090,OneFam,Good,10,2403,True,True,Normal,1940,1950
173000,-93.655538,42.032432,15263,OneFam,Average,8,1675,False,True,Normal,1959,1959
107500,-93.658265,42.028256,10632,OneFam,Fair,6,1224,True,True,Normal,1917,1950
100000,-93.656924,42.026752,9900,TwoFmCon,Below_Average,6,1392,True,False,Normal,1915,1950
95000,-93.658081,42.02616,6001,OneFam,Average,5,919,True,True,Normal,1940,1950
114900,-93.655849,42.022825,6048,TwoFmCon,Good,7,1680,True,True,Normal,1910,1950
94000,-93.672036,42.034451,6342,OneFam,Very_Good,6,1020,True,False,Normal,1875,1996
136000,-93.671021,42.033386,10773,Duplex,Fair,8,1832,False,False,Normal,1967,1967
136500,-93.671076,42.033387,10778,Duplex,Average,8,1768,False,False,Normal,1968,1968
131500,-93.673401,42.033008,11625,TwoFmCon,Below_Average,6,1039,False,True,Normal,1965,1965
121500,-93.672381,42.03237,11341,OneFam,Above_Average,5,1392,False,True,Normal,1957,1996
125000,-93.678141,42.029867,8521,OneFam,Average,5,912,False,True,Normal,1967,1967
154000,-93.676659,42.03069,8246,OneFam,Very_Good,6,1060,False,True,Normal,1968,2001
137900,-93.677992,42.029924,7800,OneFam,Good,5,892,False,True,Normal,1966,2008
158000,-93.676654,42.029731,9364,OneFam,Good,7,1352,True,True,Normal,1969,1969
137250,-93.676674,42.030519,7832,OneFam,Average,4,864,False,True,Normal,1968,1968
160250,-93.671511,42.031187,7424,Duplex,Average,5,1373,False,True,Normal,1978,1978
163000,-93.673565,42.03136,11227,OneFam,Average,7,1440,True,True,Normal,1968,1968
328000,-93.670503,42.030082,14000,OneFam,Average,7,2260,True,True,Normal,1996,1997
270000,-93.670114,42.03009,20062,OneFam,Good,4,1483,False,True,Normal,1977,2001
85000,-93.663619,42.03387,9259,OneFam,Below_Average,4,756,False,True,Normal,1927,1950
128000,-93.668378,42.032164,9600,OneFam,Good,4,1067,False,True,Normal,1950,1995
260000,-93.667904,42.026547,23595,OneFam,Above_Average,4,1524,True,True,Normal,1979,1979
230000,-93.675038,42.024673,17082,OneFam,Average,8,1981,True,True,Normal,1978,1992
124000,-93.671178,42.023079,18600,OneFam,Below_Average,8,1610,True,True,Normal,1938,1990
144500,-93.66357,42.026533,11479,OneFam,Good,6,1074,False,True,Normal,1950,1987
129000,-93.667708,42.024208,9571,OneFam,Above_Average,6,1144,False,True,Normal,1956,1956
127000,-93.66526,42.025173,9350,OneFam,Above_Average,8,1531,False,True,Normal,1947,1979
128000,-93.666097,42.02526,9525,OneFam,Good,5,1172,False,True,Normal,1954,1998
186000,-93.6658876,42.0247497,10420,OneFam,Average,6,1212,False,True,Normal,2009,2009
308030,-93.665799,42.024126,17485,OneFam,Average,5,1508,False,True,Partial,2009,2010
114000,-93.663367,42.025019,11200,OneFam,Fair,5,1298,False,True,Normal,1964,1964
178000,-93.685001,42.03374,9206,OneFam,Average,7,1732,True,True,Normal,1985,1985
270000,-93.685988,42.032076,11980,OneFam,Average,4,1433,False,True,Normal,1987,1987
218000,-93.683167,42.033783,12361,OneFam,Good,8,1802,True,True,Normal,1993,1993
236000,-93.682026,42.03068,9938,OneFam,Average,8,1949,True,True,Normal,1993,1994
147000,-93.6801568,42.0311198,9069,OneFam,Above_Average,5,996,False,True,Normal,1992,1992
245350,-93.69019,42.025747,10475,OneFam,Average,7,1694,False,True,Normal,2008,2008
206000,-93.691269,42.024614,6762,OneFam,Average,6,1208,False,True,Normal,2006,2006
198900,-93.69245,42.024604,10402,OneFam,Average,6,1226,False,True,Normal,2009,2009
187000,-93.692521,42.024604,7360,OneFam,Average,6,1222,False,True,Normal,2010,2010
320000,-93.68329,42.030601,12376,OneFam,Average,11,3222,True,True,Normal,1990,1990
138500,-93.6801805,42.0298532,14235,OneFam,Very_Good,6,1445,True,True,Normal,1900,1993
155000,-93.682138,42.024318,8816,OneFam,Good,6,1052,False,True,Normal,1971,1971
159000,-93.69188,42.021321,11105,OneFam,Average,4,965,False,True,Normal,1996,1996
191000,-93.690542,42.018411,9337,OneFam,Average,8,1692,True,True,Normal,1997,1998
200500,-93.688258,42.01867,8750,OneFam,Average,7,1682,True,True,Normal,1998,1998
150000,-93.68773,42.022186,15240,OneFam,Very_Good,5,1026,False,True,Normal,1977,2004
161750,-93.687807,42.022045,10900,OneFam,Good,6,1392,True,True,Normal,1977,1977
128200,-93.687745,42.021395,10650,OneFam,Above_Average,5,894,False,True,Normal,1976,1976
127000,-93.683727,42.021133,7480,OneFam,Above_Average,5,876,False,True,Normal,1972,1972
318000,-93.687859,42.018662,10389,OneFam,Average,8,1978,False,True,Normal,2003,2003
272000,-93.685523,42.019069,11423,OneFam,Average,6,1601,False,True,Normal,2001,2002
237000,-93.687764,42.016121,9548,OneFam,Above_Average,7,1829,True,True,Normal,2003,2003
240000,-93.680864,42.018721,9375,OneFam,Average,9,2098,True,True,Normal,1997,1997
224900,-93.682686,42.017749,12137,OneFam,Average,6,1661,False,True,Normal,1998,1998
143750,-93.681227,42.016275,4435,TwnhsE,Average,4,848,False,True,Normal,2003,2003
143000,-93.6837,42.016253,4426,TwnhsE,Average,3,848,False,True,Normal,2004,2004
232000,-93.687922,42.01404,10635,OneFam,Average,8,1668,False,True,Normal,2003,2003
213000,-93.684015,42.014092,8400,OneFam,Average,7,1484,False,True,Normal,2004,2005
185500,-93.685961,42.014023,8773,OneFam,Average,6,1414,False,True,Normal,2004,2004
84900,-93.6783313,42.0203585,8777,OneFam,Above_Average,5,640,False,True,Normal,1945,2007
100000,-93.677553,42.021041,9825,Duplex,Average,8,1664,False,False,Normal,1965,1965
144000,-93.677545,42.020635,10044,OneFam,Above_Average,6,1196,False,True,Normal,1968,1968
125200,-93.675268,42.020306,6305,OneFam,Above_Average,5,1096,False,True,Normal,1975,1975
90000,-93.6663375,42.019629,6410,OneFam,Average,5,960,False,False,Normal,1958,1958
140000,-93.66751,42.020196,8546,OneFam,Average,5,1121,False,True,Normal,2003,2004
113000,-93.664841,42.021793,8741,OneFam,Below_Average,7,1487,True,True,Normal,1945,1950
80000,-93.660168,42.021583,12180,TwoFmCon,Below_Average,5,924,True,True,Normal,1941,1950
144500,-93.661944,42.017726,8562,OneFam,Above_Average,7,1526,False,True,Normal,1957,2002
104000,-93.655762,42.022674,4853,OneFam,Above_Average,5,1296,False,True,Normal,1924,1999
128000,-93.655653,42.022702,6858,OneFam,Below_Average,6,1647,True,True,Normal,1915,1950
58500,-93.656718,42.022089,8212,OneFam,Fair,5,864,False,True,Normal,1914,1950
127000,-93.650321,42.017737,5000,OneFam,Above_Average,6,1691,True,True,Normal,1924,1950
126000,-93.6514413,42.0177987,7890,OneFam,Above_Average,4,856,False,True,Normal,1939,1950
160000,-93.6507568,42.0163944,7200,Duplex,Above_Average,10,2650,True,False,Normal,1967,1967
100000,-93.64678,42.019091,9839,OneFam,Poor,7,1666,True,False,Normal,1931,1950
169000,-93.646683,42.019093,9638,OneFam,Good,10,2447,True,True,Normal,1919,1990
257500,-93.640041,42.016226,10452,OneFam,Above_Average,8,2133,True,True,Normal,1941,1985
215000,-93.639781,42.014937,15600,Duplex,Above_Average,11,2177,True,True,Normal,1950,1991
266500,-93.642793,42.014682,9042,OneFam,Excellent,9,2340,True,True,Normal,1941,2006
335000,-93.639678,42.011005,17500,OneFam,Very_Good,7,1902,False,True,Normal,1959,2002
203135,-93.645014,42.010606,19645,OneFam,Above_Average,6,1652,True,True,Normal,1994,2007
185000,-93.645701,42.009345,3907,TwnhsE,Above_Average,4,1034,False,True,Normal,1989,1989
162500,-93.645729,42.009337,3907,TwnhsE,Average,5,1191,False,True,Normal,1989,1989
289000,-93.641677,42.010797,15602,OneFam,Very_Good,6,1801,False,True,Normal,1959,1997
125500,-93.625291,42.022772,5436,OneFam,Very_Good,7,1154,True,True,Normal,1922,2007
82000,-93.629496,42.021414,8154,OneFam,Average,4,540,False,True,Normal,1941,1950
110000,-93.626689,42.021474,9140,OneFam,Average,5,1107,True,True,Normal,1921,1975
246000,-93.615993,42.008687,3811,TwnhsE,Average,5,1646,False,True,Normal,2004,2005
254900,-93.604947,41.99706,11050,OneFam,Average,8,1916,True,True,Normal,1998,1999
190000,-93.602823,41.997052,9620,OneFam,Good,6,1285,False,True,Normal,1977,1977
201000,-93.603972,41.996065,9196,OneFam,Average,7,1560,False,True,Normal,2003,2003
169900,-93.600797,41.994784,12328,OneFam,Average,6,1034,False,True,Normal,1976,1976
170000,-93.602002,41.994013,12760,Duplex,Average,9,2048,False,True,Normal,1976,1976
160000,-93.657894,41.997741,57200,OneFam,Average,7,1687,False,True,Normal,1948,1950
220000,-93.649203,41.995346,11896,OneFam,Average,6,1346,False,True,Normal,2008,2008
179781,-93.649201,41.995278,9803,OneFam,Average,6,1214,False,True,Partial,2009,2010
174000,-93.649096,41.994284,9802,OneFam,Average,7,1444,True,True,Normal,2006,2007
269500,-93.649471,41.99353,12003,OneFam,Average,8,1968,True,True,Partial,2009,2010
214900,-93.647645,41.995489,11316,OneFam,Average,8,1894,True,True,Normal,2002,2003
202900,-93.646814,41.99435,14191,OneFam,Average,9,1908,True,True,Normal,2002,2002
378500,-93.652495,41.992989,13214,OneFam,Average,10,2018,False,True,Normal,2008,2009
169000,-93.60743,41.99321,15300,OneFam,Average,7,1264,False,True,Normal,1965,1977
173500,-93.608372,41.990934,10114,OneFam,Average,7,1430,False,True,Normal,2004,2005
139000,-93.607622,41.993253,9400,Duplex,Average,8,1824,True,False,Normal,1971,1971
166500,-93.608223,41.991004,11875,OneFam,Average,7,1344,False,True,Normal,1999,1999
83500,-93.60359,41.991861,1974,TwnhsE,Average,6,1092,True,True,Normal,1973,1973
119500,-93.604318,41.991758,2394,Twnhs,Above_Average,5,945,False,True,Normal,1973,1973
85000,-93.604425,41.991876,2592,TwnhsE,Fair,4,1112,True,True,Normal,1976,1976
76000,-93.603435,41.992212,1476,Twnhs,Good,5,1092,True,False,Normal,1970,1970
75500,-93.60359,41.992119,1491,TwnhsE,Above_Average,3,630,False,False,Normal,1972,1972
88250,-93.601806,41.9917,1900,TwnhsE,Below_Average,5,1092,True,False,Normal,1970,1970
